AKU89597.1,AAU05358.1,AAS99314.1,AAS99260.1,AAS99279.1,AAS99258.1,AKU89601.1,ACB55311.1,AAS99310.1,AGA15924.1,AAS99301.1,AAS99288.1,AAZ79676.1,AAS99307.1,YP_077183.1,ACB55317.1,AAS99300.1,ACB55304.1,AAO88194.1,AAO88183.1,AAS99298.1,AHK22793.1,AAS99243.1,AAO88200.1,YP_077178.1,AKU89600.1,AAO88201.1,AAU05372.1,AAS99308.1,AAS99241.1,AAS99287.1,AAS99262.1,AAU05360.1,ACB55301.1,AAS99249.1,AAS99289.1,AAS99251.1,AKU89602.1,AAS99275.1,AAS99268.1,AAO88188.1,AAS99296.1,ACB55310.1,AAS99257.1,YP_680426.1,ACB55305.1,AAO88203.1,ACB55312.1,AAB95452.1,AAS99313.1,AAO88184.1,AAU05368.1,AAO88187.1,AAS99286.1,AAT48615.1,AAT48613.1,AAS99259.1,AAS99283.1,AAS99245.1,AAS99311.1,AAS99264.1,NP_043941.1,AAS99248.1,AAO88198.1,AAS99290.1,AAO88189.1,AAS99261.1,AAR07955.1,AAO88205.1,AAS99276.1,AAS99297.1,AAS99239.1,AAS99253.1,AKU89596.1,AAS99277.1,AAS99247.1,AKU89598.1,AAS99305.1,AAO88202.1,AAS99242.1,AAS99255.1,AAO88199.1,AAU05362.1,AAS99238.1,ACB55315.1,AAS99280.1,AAO88191.1,AAS99294.1,AOL02447.1,AAS99269.1,AAO88197.1,AKU89603.1,ABA71699.1,AAO88208.1,ACB55313.1,pdb|4IOV|A,AAS99285.1,AAO88185.1,AAU05370.1,AAO88206.1,AAT46339.1,AGA15925.1,AAS99306.1,ACB55306.1,ACB55309.1,AAS99278.1,AAS99274.1,AKU89599.1,AAS99271.1,YP_077180.1,AAT46337.1,AAO88186.1,AAU05364.1,AAS99284.1,AAS99282.1,AAS99265.1,3J1Q_A,AGA15926.1,AAO88193.1,AAO88190.1,NP_049542.1,AAS99312.1,AAS99309.1,AAO88196.1,AAS99254.1,ABA71701.1,AAS99250.1,ACB55307.1,AAS99246.1,AAS99293.1,ACB55308.1,AAO88207.1,AAS99270.1,AKU89595.1,AAS99302.1,AAS99240.1,ACB55302.1,NP_044927.1,AAS99263.1,ABI16639.1,AAS99252.1,AAS99291.1,ACB55303.1,AAS99266.1,AGA15927.1,YP_068409.1,AAS99281.1,AAO88209.1,AAS99304.1,AAS99273.1,ACB55314.1,AAO88204.1,AAB95450.1,AAS99303.1,AAS99256.1,AAO88192.1,AAS99292.1,AAS99267.1,AAZ79672.1,APD78414.1,AAU05371.1,AAO88195.1,ABZ10812.1,AAS99299.1,AAS99295.1,ACB55316.1,AAS99244.1
2228,1748,1480,1762,1632,2453,2742,2127,1554,1447,1521,2143,407,1675,321,1943,1771,1995,2568,1943,1681,328,2113,2074,2678,2174,2207,1748,1745,1880,1712,1771,1724,2212,2030,2202,2047,2226,1748,1617,697,1993,2187,2035,1772,2468,2447,3291,1762,1805,0,1741,593,1908,321,225,2085,1715,2178,2059,1744,1753,1989,2133,2159,697,1756,386,2335,1725,1596,2116,2450,2311,1604,1911,2202,1706,2439,2047,2101,2627,1772,2163,2481,1509,2076,1760,625,1700,1908,2112,2156,2176,2195,738,2204,3238,1815,2584,738,1443,1931,2635,2009,1687,1548,2206,1398,2170,2203,3232,1772,1715,1724,1614,1823,363,2105,2199,2187,2037,1772,2050,2053,2182,2111,1772,2417,1719,2009,1954,1804,2191,1634,2150,2221,640,1772,537,2398,1950,2221,1779,1635,377,1724,2156,1720,1656,2136,2363,2212,1708,2061,2730,1973,1953,496,2212,1741,2083,1822,1578,1749,2121,2204
1985,3429,2398,2540,3067,1946,1854,1857,2906,2022,2387,2011,392,2551,343,2038,2629,2459,1704,2038,3066,359,1863,1931,1722,1976,1868,3437,2605,2023,2537,2773,3344,2113,1947,2031,1929,2479,3415,2430,529,1748,1940,1819,3183,1612,1611,1796,2469,2687,1741,0,426,1739,343,256,1969,3116,1932,1887,1619,2455,1866,1798,1973,528,2476,347,1483,2470,2930,2031,1954,2040,3048,1997,1934,3043,1715,1730,1988,1737,3352,2143,1959,2298,1623,1856,639,3334,1695,2595,1978,1847,2033,569,2033,1784,2702,1662,569,2015,1629,1737,2124,3047,3224,1945,2979,1932,2033,1780,3129,3116,1677,2378,2439,389,1827,1861,1940,1866,3143,1740,1984,1956,2033,3207,1886,2912,2081,2409,2601,2148,2565,2132,2113,630,3255,673,1850,1785,2113,2610,1837,394,1677,1828,3046,3277,2030,1581,2113,3027,1814,1674,2048,1727,556,2113,3295,1931,2516,2916,3098,2005,2033
598,426,436,447,385,595,601,601,450,374,387,573,153,447,240,620,447,444,478,620,450,247,598,469,601,605,601,426,447,553,411,447,420,594,560,602,598,602,426,444,2871,573,595,542,450,452,431,601,488,447,593,426,0,508,240,228,598,450,561,598,453,488,598,585,595,2687,401,382,464,447,432,564,598,601,426,517,598,430,478,519,595,478,450,564,595,435,463,399,468,426,386,510,594,592,589,2963,598,601,447,563,2938,376,519,478,419,442,409,601,350,551,598,601,450,450,433,374,402,128,601,601,595,595,450,440,551,594,598,450,592,450,419,439,446,603,377,564,603,1629,450,1481,507,503,603,427,357,140,433,592,456,337,598,455,594,450,504,601,416,516,340,594,419,478,512,388,450,598,598
2484,1759,1457,1539,1548,2071,2247,2568,1454,1203,1340,2641,228,1475,298,2046,1558,1796,1947,2043,1583,305,2481,2351,2055,2367,2534,1759,1543,2037,1492,1558,1735,1886,2889,2648,2885,2113,1759,1401,612,1715,1757,2731,1688,1736,1715,2017,1594,1605,1908,1739,508,0,298,217,2944,1631,2414,2488,1729,1584,2839,2449,2601,612,1556,305,1592,1496,1582,2410,2069,2350,1680,2777,2547,1615,1856,2393,2959,1864,1783,2382,2084,1405,1910,1327,517,1696,2182,1989,1786,2493,2654,653,2663,2001,1593,1957,653,1237,2275,1864,1579,1603,1559,2686,1525,2410,2663,2001,1688,1631,1709,1480,2101,176,2538,2476,1757,2492,1688,2031,2910,1764,2957,1688,2011,1670,1579,1755,1594,2243,1479,2378,1895,546,1688,478,1991,1592,1895,1567,1415,190,1685,2493,1676,1667,2981,1703,1886,1666,2397,1992,1543,2259,405,1886,1657,2410,1630,1446,1678,2980,2649
347,343,262,368,350,352,366,318,385,295,272,319,221,403,3359,336,368,350,306,336,350,2884,338,315,308,338,303,343,368,320,332,368,343,346,320,336,303,343,343,347,245,294,294,237,350,245,245,321,308,368,321,343,240,298,0,2616,319,349,354,337,253,308,354,300,338,282,367,206,217,368,275,358,352,366,343,320,320,350,306,288,319,306,350,358,352,347,313,306,564,343,210,356,311,303,338,283,338,321,368,307,283,295,288,306,306,304,297,338,266,354,338,315,350,349,253,266,349,255,318,303,294,327,350,295,320,311,318,350,349,350,306,324,368,343,368,345,329,228,350,262,351,293,329,356,295,204,253,303,350,342,320,266,346,350,264,294,306,259,168,346,343,315,296,350,350,320,338
253,256,217,281,263,256,270,235,298,273,231,236,175,316,2616,242,281,263,231,242,263,2523,255,241,224,244,220,256,281,226,245,281,256,250,237,255,220,247,256,260,218,198,198,154,263,212,212,225,263,281,225,256,228,217,2616,0,236,262,271,254,201,263,271,217,255,228,280,120,220,281,224,273,256,270,256,237,237,263,231,205,236,231,263,273,256,258,239,219,442,256,136,269,215,220,255,229,255,225,281,223,229,273,205,231,219,263,256,255,221,271,255,219,263,262,201,169,275,194,235,220,198,255,263,220,237,215,237,263,253,263,219,263,281,247,281,273,233,216,263,236,255,197,233,268,273,143,201,220,263,255,237,231,250,263,181,210,219,205,168,250,256,241,242,263,263,237,255
2741,1989,1499,1769,1778,2252,2424,2771,1683,1415,1554,2917,342,1705,319,2303,1788,2025,2155,2300,1813,326,2757,2628,2267,2624,2811,1989,1773,2295,1722,1788,1965,2092,3290,2899,3260,2342,1989,1631,702,1831,1963,3054,1918,1938,1917,2194,1824,1835,2085,1969,598,2944,319,236,0,1861,2703,2757,1875,1814,3245,2726,2877,702,1796,367,1766,1726,1738,2545,2250,2579,1810,3130,2858,1839,2058,2670,3367,2066,2013,2617,2265,1551,2230,1517,631,1926,2333,2219,1992,2770,2930,743,2939,2178,1823,2198,743,1464,2552,2066,1785,1833,1789,3061,1624,2699,2939,2178,1918,1861,1855,1592,2390,288,2741,2753,1963,2768,1918,2239,3315,1970,3271,1918,2192,1800,1785,1984,1824,2473,1709,2606,2101,644,1918,553,2172,1798,2101,1797,1626,302,1831,2757,1809,1897,3356,1905,2092,1799,2698,2194,1749,2536,481,2092,1887,2687,1860,1676,1908,3437,2925
2040,3137,2506,2647,3214,1918,1833,1912,3036,2006,2530,1892,392,2671,349,2086,2719,2407,1678,2086,3249,365,1810,1986,1689,2024,1923,3156,2699,2071,2642,2881,3096,2162,1839,1912,1835,2532,3123,2534,512,1805,1998,1711,3376,1586,1585,1770,2415,2777,1715,3116,450,1631,349,262,1861,0,1813,1823,1638,2402,1771,1853,1854,552,2584,320,1471,2560,3083,2086,1926,2098,2777,1889,1989,3221,1689,1785,1880,1711,3215,2124,1931,2423,1721,1916,654,3043,1750,2586,2027,1828,1914,552,1914,1758,2746,1629,552,1999,1684,1711,2181,3198,2935,2000,2688,1813,1914,1754,3288,3442,1686,2441,2339,404,1882,1916,1998,1750,3287,1698,1876,2005,1925,3354,1858,3106,2138,2357,2708,2132,2655,2113,2171,600,3304,647,1822,1847,2171,2673,1869,409,1686,1883,3135,2985,1922,1555,2162,3186,1706,1645,2105,1782,517,2162,3098,1986,2524,3096,3279,1897,1914
2723,1941,1494,1801,1730,2240,2413,2596,1635,1440,1607,2737,373,1727,354,2287,1857,2042,2209,2287,1765,361,2577,2522,2268,2595,2628,1941,1781,2319,1754,1830,1917,2084,2648,2722,2664,2316,1941,1653,665,1854,1986,2584,1870,2050,2029,2284,1800,1857,2178,1932,561,2414,354,271,2703,1813,0,2579,1901,1790,2597,2546,2697,665,1781,370,1877,1748,1690,2437,2233,2534,1773,2561,2843,1792,2169,2488,2718,2177,1965,2530,2253,1583,2213,1572,632,1878,2228,2187,2015,2587,2750,706,2759,2268,1855,2208,706,1474,2370,2177,1845,1785,1741,2716,1576,3318,2759,2268,1870,1813,1881,1599,2655,315,2566,2609,1986,2588,1870,2152,2704,1993,2691,1870,2180,1752,1845,2001,1856,2479,1713,2498,2093,612,1870,553,2165,1810,2093,1819,1668,352,1857,2579,1761,1849,2754,2016,2084,1751,2323,2249,1809,2354,518,2084,1839,2543,1833,1628,1860,2739,2744
2590,1896,1438,1701,1685,2196,2451,3043,1602,1338,1579,3142,391,1648,337,2133,1720,1942,2200,2133,1814,344,3094,2750,2217,2460,2908,1896,1691,2120,1654,1720,1872,1999,2702,3240,2781,2262,1896,1606,661,1771,1903,2610,1825,1912,1891,2168,1726,1767,2059,1887,598,2488,337,254,2757,1823,2579,0,1753,1716,2663,2858,3202,702,1718,373,1882,1658,1645,2519,2185,2595,1781,2575,2663,1730,2099,2786,2779,2107,1920,2591,2213,1547,2202,1520,651,1833,2375,2143,1932,2867,3255,702,3264,2152,1755,2119,702,1338,2668,2107,1725,1740,1696,2895,1531,2574,3242,2152,1825,1823,1731,1509,2256,333,3013,2873,1903,3187,1825,2392,2720,1910,2749,1825,2140,1707,1725,1901,1756,2390,1641,2596,2008,593,1825,551,2087,1770,2008,1729,1514,344,1731,2859,1716,1804,2794,1947,1999,1706,2371,2236,1692,2600,458,1999,1794,2822,1796,1583,1815,2793,3162
2062,1616,1530,1726,1555,1738,1774,1914,1427,1435,1496,1847,406,1618,253,1817,1748,1805,1699,1817,1634,260,1777,1950,1700,2074,1946,1616,1726,1775,1643,1696,1595,1821,1871,1861,1847,1922,1616,1560,538,1675,1808,1816,1695,1619,1598,1753,1743,1748,1744,1619,453,1729,253,201,1875,1638,1901,1753,0,1734,1773,1862,1847,497,1647,378,1501,1639,1536,1974,1743,1904,1551,1724,2035,1586,1678,1826,1897,1686,1616,1890,1743,1509,1617,1542,556,1594,1788,1853,1821,1859,1885,538,1871,1738,1789,1609,538,1437,1732,1686,1791,1567,1414,1995,1301,1913,1871,1737,1695,1638,3305,1637,2036,437,1886,1958,1808,1765,1663,1694,1872,1799,1897,1695,1682,1691,1748,1764,1747,1897,1604,1839,1821,697,1695,496,1647,1653,1821,1705,1621,445,3262,1950,1614,1503,1926,1526,1821,1676,1578,1711,1715,1741,515,1821,1586,1929,1855,1526,1695,1911,1871
2030,2473,2256,2604,2319,1751,1804,1773,2240,1795,2418,1840,398,2608,308,2162,2692,2158,1624,2162,2353,324,1776,1812,1677,2054,1784,2473,2659,2068,2607,2569,2421,1989,1789,1857,1774,2452,2473,2530,573,1694,1877,1705,2459,1602,1581,1786,3384,2731,1753,2455,488,1584,308,263,1814,2402,1790,1716,1734,0,1717,1711,1803,532,2401,358,1484,2565,2245,1817,1758,2089,2215,1814,1979,2350,1643,1646,1855,1669,2452,1944,1768,2308,1547,1586,523,2397,1578,2610,1889,1775,1870,573,1862,1783,2706,1586,573,1742,1552,1669,1864,2331,2271,1861,2089,1798,1862,1760,2469,2402,1704,2444,2001,386,1773,1777,1877,1722,2427,1637,1806,1867,1878,2459,1693,2207,1819,2108,2667,2333,2586,1933,1989,720,2459,634,1686,1638,1989,2672,1684,397,1704,1752,2338,2381,1875,1513,1989,2319,1691,1618,1766,1688,543,1989,2440,1812,2861,2234,2386,1850,1862
2636,1886,1402,1672,1675,2160,2328,2665,1852,1320,1467,2812,358,1868,354,2204,1691,1926,2059,2201,1713,361,2740,2523,2175,2519,2706,1886,1676,2195,1625,1691,1862,2001,3158,2794,3154,2240,1886,1598,702,1740,1872,2948,1815,1842,1821,2098,1727,1738,1989,1866,598,2839,354,271,3245,1771,2597,2663,1773,1717,0,2621,2772,702,1689,367,1670,1629,1635,2440,2158,2477,1707,3021,2752,1720,1962,2565,3257,1970,1910,2512,2173,1454,2164,1420,712,1823,2228,2116,1901,2665,2825,743,2834,2082,1726,2106,743,1369,2447,1970,1694,1730,1686,2955,1521,2593,2834,2082,1815,1771,1753,1490,2284,300,2635,2648,1872,2663,1815,2134,3176,1879,3165,1815,2100,1700,1694,1885,1727,2370,1612,2501,2010,596,1815,553,2080,1828,2010,1700,1531,314,1729,2652,1706,1794,3250,1809,2001,1696,2600,2098,1691,2434,351,2001,1784,2582,1763,1576,1808,3249,2820
2685,1807,1523,1786,1770,2202,2392,3042,1705,1430,1571,2976,391,1722,300,2215,1805,1960,2204,2215,1809,307,2921,3139,2288,2554,3294,1807,1776,2203,1806,1805,1783,2073,2671,3000,2667,2348,1807,1798,689,1881,2014,2703,1910,1950,1942,2242,1720,1852,2133,1798,585,2449,300,217,2726,1853,2546,2858,1862,1711,2621,0,2975,689,1803,405,1817,1743,1731,2638,2194,2621,1627,2542,2776,1814,2109,3172,2741,2117,1831,2645,2215,1634,2427,1573,648,1744,2766,2159,2043,3188,3028,730,3037,2226,1840,2190,730,1430,3054,2117,1848,1825,1607,2977,1442,2539,3036,2226,1910,1853,1854,1599,2228,333,3012,3264,2014,2870,1910,2751,2689,2021,2696,1910,2202,1792,1848,1919,1842,2413,1726,2634,2082,630,1910,540,2089,1846,2082,1814,1606,347,1854,3241,1722,1715,2763,1956,2073,1791,2329,2246,1812,2985,492,2073,1800,3207,1865,1668,1900,2762,2955
2695,1982,1525,1844,1771,2282,2537,3163,1677,1438,1573,3262,391,1724,338,2225,1807,2028,2310,2225,1806,345,3202,2867,2300,2564,3025,1982,1834,2214,1741,1807,1982,2085,2822,3341,2818,2360,1982,1650,699,1832,1964,2731,1911,1964,1943,2251,1813,1854,2159,1973,595,2601,338,255,2877,1854,2697,3202,1847,1803,2772,2975,0,699,1805,405,1863,1745,1731,2635,2271,2692,1802,2695,2782,1816,2152,2902,2899,2160,2006,2707,2299,1569,2263,1511,651,1975,2492,2241,1985,2984,3375,740,3384,2235,1842,2202,740,1454,2784,2160,1786,1826,1782,3015,1673,2694,3362,2235,1911,1854,1825,1596,2376,333,3133,2990,1964,3213,1911,2487,2840,1963,2860,1911,2226,1793,1786,1987,1843,2488,1728,2695,2094,643,1911,497,2173,1807,2094,1816,1606,344,1825,2974,1802,1890,2914,2000,2085,1792,2495,2289,1753,2716,443,2085,1880,2938,1883,1707,1901,2913,3269
702,528,480,549,487,699,705,705,552,374,489,677,153,549,282,724,549,581,582,724,552,289,702,573,705,709,705,528,549,657,513,549,522,698,664,706,702,706,528,546,2816,677,699,646,552,452,431,705,532,549,697,528,2687,612,282,228,702,552,665,702,497,532,702,689,699,0,503,392,509,549,527,668,702,705,528,621,702,532,582,623,699,582,552,668,699,537,567,501,550,528,490,614,698,696,693,2939,702,705,549,667,2914,376,623,582,521,544,511,705,350,655,702,705,552,552,477,470,504,128,705,705,699,626,552,544,655,698,702,552,696,552,521,576,548,707,479,668,707,1520,552,1444,611,607,707,523,357,140,477,696,558,439,702,559,698,552,608,705,518,529,308,698,521,582,556,490,552,702,702
1990,2483,2610,2778,2503,1734,1783,1862,2330,1702,2629,1864,386,2786,367,1890,2888,2201,1650,1890,2540,383,1773,1936,1643,1947,1873,2490,2790,1875,2773,2958,2431,2008,1782,1862,1746,2344,2469,2665,504,1710,1903,1677,2650,1582,1581,1789,2404,2976,1756,2476,401,1556,367,280,1796,2584,1781,1718,1647,2401,1689,1803,1805,503,0,317,1431,2691,2384,1900,1741,2046,2225,1814,1939,2527,1663,1764,1828,1685,2553,1938,1747,2463,1677,1820,594,2407,1702,2398,1906,1772,1864,544,1864,1777,2845,1583,544,1656,1670,1685,2086,2513,2281,1950,2034,1781,1864,1763,2600,2584,1704,2641,2165,388,1862,1866,1903,1697,2588,1644,1805,1884,1850,2643,1674,2487,2041,2151,2829,2082,2806,1927,2017,608,2597,606,1681,1739,2017,2866,1701,399,1704,1833,2448,2392,1847,1529,2008,2504,1659,1609,1988,1761,522,2008,2453,1936,2575,2422,2573,1828,1863
400,347,339,339,282,366,386,403,347,353,190,363,184,339,206,371,339,347,356,371,347,206,405,386,375,400,405,347,339,352,306,339,347,367,367,398,367,366,347,312,416,367,367,317,347,313,313,386,358,339,386,347,382,305,206,120,367,320,370,373,378,358,367,405,405,392,317,0,320,339,309,371,366,386,346,348,389,347,356,310,358,356,347,371,366,336,326,343,461,347,294,366,367,405,405,439,405,386,339,356,439,348,310,356,348,301,301,409,306,370,405,386,347,320,378,280,370,170,395,405,367,405,347,381,348,367,360,347,366,347,348,321,339,366,269,353,367,391,347,368,278,367,367,339,348,177,378,405,348,259,367,299,367,347,303,375,348,310,286,367,347,386,358,293,347,367,405
1850,1490,1350,1424,1374,2042,2331,1846,1299,1176,1360,1827,259,1350,217,1495,1473,1680,2880,1495,1514,233,1834,1985,2148,1744,1888,1490,1407,1525,1390,1473,1466,1727,1739,1907,1875,1780,1490,1285,538,1723,1792,1687,1514,2851,2830,2444,1493,1480,2335,1483,464,1592,217,220,1766,1471,1877,1882,1501,1484,1670,1817,1863,509,1431,320,0,1400,1401,1785,2048,1969,1407,1658,1881,1377,2792,1728,1785,2980,1514,1827,2082,1248,2044,1530,557,1429,1847,1815,1795,1857,1916,539,1925,2405,1478,2092,539,1224,1612,2988,1800,1495,1356,1924,1210,1869,1924,2411,1514,1471,1481,1270,1733,245,1816,1880,1792,1877,1482,2132,1772,1821,1764,1514,2011,1461,1800,1661,1479,1850,1354,1825,1736,619,1514,590,1999,1605,1736,1421,1398,257,1481,1837,1462,1398,1817,2744,1727,1450,1712,2840,1767,1680,501,1727,1461,1994,1494,1286,1514,1802,1925
2049,2477,2548,3050,2572,1701,1752,1802,2356,1872,2730,1782,392,3054,368,2143,2989,2137,1619,2143,2517,384,1713,1876,1612,2006,1813,2467,3062,2128,3045,2890,2425,1929,1704,1802,1686,2225,2463,2796,550,1633,1826,1617,2627,1529,1528,1758,2546,3135,1725,2470,447,1496,368,281,1726,2560,1748,1658,1639,2565,1629,1743,1745,549,2691,339,1400,0,2364,1838,1708,1986,2219,1754,1998,2505,1640,1675,1763,1654,2547,1876,1714,2696,1606,1806,614,2400,1642,2279,1829,1712,1804,590,1804,1746,2936,1552,590,1826,1581,1654,1965,2507,2275,1890,2027,1748,1804,1732,2648,2560,1695,2777,2081,389,1802,1806,1826,1637,2600,1613,1741,1829,1790,2637,1641,2374,1920,2087,3079,2135,2981,1865,1938,654,2591,652,1626,1668,1938,3008,1669,400,1695,1773,2425,2364,1787,1578,1929,2481,1599,1578,1884,1605,538,1929,2447,1876,2685,2480,2549,1762,1803
1917,2945,2369,2448,3013,1799,1714,1928,2816,1874,2346,1769,326,2459,275,1963,2520,2202,1554,1963,3020,291,1687,1860,1570,1901,1800,2970,2500,1964,2443,2681,2904,2005,1717,1789,1698,2378,2931,2291,528,1648,1841,1588,3150,1471,1471,1651,2258,2578,1596,2930,432,1582,275,224,1738,3083,1690,1645,1536,2245,1635,1731,1731,527,2384,309,1401,2364,0,2003,1812,1977,2608,1766,1866,3009,1567,1663,1757,1589,3023,2000,1812,2345,1550,1707,573,2861,1687,2427,1870,1705,1791,568,1791,1639,2547,1510,568,1867,1569,1589,1970,3101,2808,1877,2506,1690,1791,1635,3080,3083,1547,2325,2113,337,1898,1793,1841,1632,3080,1576,1753,1848,1802,3153,1739,2920,1965,2174,2548,1973,2456,1989,2014,629,3095,624,1703,1686,2014,2474,1737,342,1547,1781,2983,2793,1799,1473,2005,3032,1583,1526,1932,1668,556,2005,2906,1860,2370,2880,3052,1774,1791
2667,2040,1852,1881,2003,2431,2414,2741,1872,1693,1666,2673,394,1817,358,2223,1900,2178,2109,2223,2038,374,2581,2658,2181,2537,2722,2040,1871,2230,1832,2040,2016,2317,2490,2678,2486,2548,2040,1743,669,2020,2153,2395,2143,1958,1937,2225,1826,1947,2116,2031,564,2410,358,273,2545,2086,2437,2519,1974,1817,2440,2638,2635,668,1900,371,1785,1838,2003,0,2414,2599,1963,2369,2660,2047,2077,2582,2561,2085,2064,3199,2445,1703,2106,1755,581,1979,2422,2386,2182,2630,2711,709,2697,2209,1935,2083,709,1693,2466,2085,2030,2058,1840,2739,1675,2452,2697,2209,2143,2086,1938,1773,2166,347,2711,2727,2153,2526,2143,2267,2531,2160,2564,2143,2371,2128,2030,2137,1936,2420,1821,3150,2326,620,2143,590,2307,1975,2326,1909,1869,361,1938,2693,2057,1927,2582,1924,2317,2124,2206,2160,1994,2448,505,2317,2033,2644,1927,1903,2133,2581,2652
2324,1954,1645,1732,1843,3326,2768,2262,1764,1596,1548,2311,387,1658,352,2028,1781,2233,2300,2028,1888,360,2242,2123,2764,2243,2271,1954,1731,2020,1695,1921,1930,2352,2192,2328,2191,2355,1954,1587,702,2051,2188,2097,1983,2220,2199,2559,1767,1788,2450,1954,598,2069,352,256,2250,1926,2233,2185,1743,1758,2158,2194,2271,702,1741,366,2048,1708,1812,2414,0,2362,1810,2060,2304,1887,2171,2130,2263,2347,1978,2511,3365,1521,1951,1761,601,1898,1958,2329,2191,2251,2324,743,2333,2543,1776,2646,743,1629,2036,2348,2010,1898,1754,2324,1589,2230,2333,2543,1983,1926,1723,1585,1971,343,2232,2248,2188,2162,1983,2063,2215,2217,2273,1983,3290,1930,2010,2192,1787,2342,1662,2515,2361,643,1983,553,3121,2023,2361,1750,1803,357,1723,2220,1931,1841,2318,2159,2352,1919,2517,2479,1974,2043,500,2352,1947,2147,1813,1760,1983,2283,2332
2975,2052,1758,2038,2015,2378,2749,2762,1884,1572,1814,2632,412,1965,366,2408,2048,2200,2319,2400,2050,373,2638,2573,2412,2746,2705,2052,2019,2398,1990,2048,2028,2309,2524,2752,2520,2856,2052,1885,705,2046,2180,2429,2155,2073,2052,2417,2098,2095,2311,2040,601,2350,366,270,2579,2098,2534,2595,1904,2089,2477,2621,2692,705,2046,386,1969,1986,1977,2599,2362,0,1832,2405,2836,2059,2243,2545,2595,2269,2076,2612,2393,1788,2278,1724,634,1991,2249,2593,2208,2590,2745,746,2754,2401,2093,2314,746,1618,2429,2269,2001,2070,1852,2853,1687,2524,2754,2401,2155,2098,1882,1815,2205,367,2732,2696,2180,2583,2155,2145,2546,2187,2605,2155,2319,2016,2001,2159,2094,2984,1969,2619,2318,648,2155,558,2331,1989,2318,2057,1799,381,1882,2655,1948,1960,2630,2108,2309,2015,2296,2379,1965,2470,505,2309,2045,2581,2120,1915,2145,2615,2753
1805,3101,2249,2326,2704,1802,1722,1727,2578,1889,2194,1840,392,2300,343,1851,2378,2200,1567,1851,2759,359,1692,1760,1578,1789,1697,3071,2348,1836,2323,2522,3016,1987,1788,1860,1831,2260,3087,2191,514,1622,1814,1660,2826,1475,1474,1659,2229,2436,1604,3048,426,1680,343,256,1810,2777,1773,1781,1551,2215,1707,1627,1802,528,2225,346,1407,2219,2608,1963,1810,1832,0,1838,1775,2690,1592,1559,1829,1600,3024,1951,1815,2221,1468,1793,613,3006,1625,2349,1852,1676,1862,554,1862,1647,2391,1518,554,1882,1458,1600,1998,2701,2896,1775,2651,1773,1862,1643,2813,2777,1609,2340,2224,389,1697,1690,1814,1745,2815,1624,1825,1830,1874,2844,1742,2769,1955,2150,2387,1940,2314,1940,1987,615,2892,668,1706,1672,1987,2359,1704,394,1609,1657,2835,2949,1881,1444,1987,2823,1635,1534,1922,1556,556,1987,2976,1760,2205,2559,2741,1846,1862
2564,2017,1527,1797,1806,2067,2250,2587,1711,1414,1582,2735,371,1733,320,2262,1816,1904,2039,2259,1841,327,2575,2510,2090,2447,2627,2017,1801,2289,1750,1816,1993,1889,3078,2717,3068,2168,2017,1659,621,1628,1760,2862,1946,1830,1809,2020,1824,1863,1911,1997,517,2777,320,237,3130,1889,2561,2575,1724,1814,3021,2542,2695,621,1814,348,1658,1754,1766,2369,2060,2405,1838,0,2679,1889,1950,2486,3142,1958,2041,2441,2080,1589,2081,1412,614,1954,2215,2083,1789,2586,2748,662,2757,2011,1851,2027,662,1460,2368,1958,1648,1861,1817,2869,1652,2557,2757,2004,1946,1889,1704,1605,2266,300,2557,2569,1760,2586,1946,2129,3144,1767,3122,1946,2007,1833,1648,1863,1852,2299,1737,2430,1898,589,1946,553,1995,1634,1898,1825,1490,314,1680,2575,1837,1925,3164,1797,1889,1827,2508,2012,1612,2352,480,1889,1915,2569,1860,1707,1936,3166,2743
3184,1943,1652,2051,1906,2311,2549,2857,1774,1545,1826,2822,373,1977,320,2600,2060,2080,2249,2593,1941,327,2728,2726,2355,2989,2858,1943,2031,2594,2002,1941,1919,2231,2803,2807,2799,2531,1943,1903,702,1969,2102,2708,2046,2053,2032,2308,1988,2107,2202,1934,598,2547,320,237,2858,1989,2843,2663,2035,1979,2752,2776,2782,702,1939,389,1881,1998,1866,2660,2304,2836,1775,2679,0,1950,2173,2717,2873,2181,1967,2658,2324,1833,2332,1650,632,1880,2383,2321,2131,2743,2835,743,2844,2292,2105,2257,743,1607,2599,2181,1924,1961,1743,3073,1578,2834,2844,2292,2046,1989,2015,1849,2423,315,2827,2851,2102,2673,2046,2228,2821,2109,2830,2046,2251,1928,1924,2039,2106,2748,1981,2647,2240,644,2046,553,2255,1912,2240,2069,1773,329,1991,2806,1858,1851,2909,2020,2231,1927,2387,2291,1888,2583,495,2231,1936,2734,2132,1804,2036,2894,2829
